TP_Overall,TP_Speed,TP_Throttle,TP_Brake,TP_Cruise,TP_RRCP,TP_Malicious,TP_ARP,Attack
40050.51643358023,13094.987767518687,12289.142366440616,12135.528086860108,2304.214193707616,226.64401905320807,0.0,0.0,0
39992.45000943776,12999.9837500204,12199.984750019144,12352.484559394385,2439.9969500038287,0.0,0.0,0.0,0
39976.22138742887,13070.696127680463,12113.016276786951,12113.016276786951,2453.269119349256,226.2235868252388,0.0,0.0,0
40249.903805261296,12998.94692075577,12353.429595577052,12199.01172563234,2470.6859191154103,227.8296441807243,0.0,0.0,0
40249.70002582103,12998.881108967986,12198.949963800726,12353.3670519501,2470.6734103900203,227.82849071219448,0.0,0.0,0
40056.09760380981,13045.95437428354,12243.126412789168,12243.126412789168,2448.625282557833,75.26512139009735,0.0,0.0,0
40022.65480679972,13060.420771594512,12256.70257026562,12103.4937881373,2451.340514053124,150.69716274916743,0.0,0.0,0
40246.43983536929,12997.828210982472,12197.961859537396,12352.36644003787,2470.473288007574,227.8100368039771,0.0,0.0,0
40271.60034285599,13167.273753951908,12202.517734671968,12202.517734671968,2471.3959968955887,227.89512266455225,0.0,0.0,0
40254.183650219,13000.329122256262,12354.743158054636,12200.308868578952,2470.948631610928,227.85386971822075,0.0,0.0,0
39989.90065645764,12999.155054921532,12199.207051541744,12351.697139686015,2439.841410308349,0.0,0.0,0.0,0
40249.22938315265,13159.95930535675,12195.73921009888,12195.73921009888,2470.023131159267,227.76852643886684,0.0,0.0,0
41034.46564190828,13071.462845607875,12267.065132032008,12267.065132032008,2329.189582031394,229.10061462603875,0.0,0.0,0
40251.686963389744,12999.522802327445,12353.976879329684,12199.55216833806,2470.7953758659364,227.8397375286212,0.0,0.0,0
41026.68516091244,13068.98438593582,12109.489329753187,12264.739192955152,2483.9978112314234,229.0571752160124,0.0,0.0,0
39976.35954483348,12994.75336832744,12347.51469094344,12195.07623796883,2439.015247593766,0.0,0.0,0.0,0
40261.624594535104,13002.73221968162,12202.564083085828,12357.026919580583,2471.405383916117,227.8959882709534,0.0,0.0,0
40248.872872122905,13159.84273987922,12195.631185284225,12195.631185284225,2470.001252715792,227.76650895944803,0.0,0.0,0
41312.166274035706,12996.567573179516,12353.14775841264,12353.14775841264,2501.9033434759776,230.70830011561267,0.0,0.0,0
40052.432825165066,13095.614354304473,12289.730394039583,12136.108764114088,2304.3244488824216,226.6548638245005,0.0,0.0,0
39991.45022443156,12999.65875895756,12199.679758406326,12352.175755386406,2439.9359516812656,0.0,0.0,0.0,0
39980.04014595325,13071.944715729182,12114.173381749792,12114.173381749792,2453.5034697214774,226.24519700300507,0.0,0.0,0
40242.05978603394,12996.413647879514,12351.022123009156,12196.634346471545,2470.204424601832,227.78524407189025,0.0,0.0,0
41019.794850132814,13066.789488550374,12107.455576732753,12262.679366178045,2483.580631124667,229.0187057389549,0.0,0.0,0
40251.12652523971,12999.34180547836,12353.80487063961,12199.382309756616,2470.760974127922,227.83656523720592,0.0,0.0,0
39987.60151881438,12998.407695057496,12198.505683053958,12350.987004092132,2439.701136610792,0.0,0.0,0.0,0
40273.99688524816,13168.057331695829,12203.243900277344,12203.243900277344,2471.5430684106013,227.90868458704315,0.0,0.0,0
40247.305771944586,12998.107870373298,12352.63221176664,12198.224309119556,2470.526442353328,227.8149383317618,0.0,0.0,0
40497.46431944215,13001.217835594589,12201.142891865691,12201.142891865691,2316.6727009871565,227.86944599873672,0.0,0.0,0
43062.54259842275,12995.358800428452,12195.644412709777,12354.029405082632,2534.159877965668,233.68277563208005,0.0,0.0,0
40525.53244535829,13095.498925917418,12289.622068937884,12136.00179307616,2457.9244137875767,0.0,0.0,0.0,0
40248.681159566455,12998.552060023503,12198.64116402206,12353.054343313475,2470.610868662696,227.82272354471576,0.0,0.0,0
40794.67361073028,13096.633259837448,12290.686597693606,12290.686597693606,2333.674670448153,229.5417708637528,0.0,0.0,0
39975.16633278564,13070.351165146209,12112.696589392226,12112.696589392226,2453.2043725351346,226.21761631983824,0.0,0.0,0
41032.22116349434,12995.772261428694,12350.412587297376,12350.412587297376,2470.082517459475,0.0,0.0,0.0,0
40258.60279562373,13163.024052895084,12198.57940594258,12198.57940594258,2470.598360697231,227.82157014626105,0.0,0.0,0
40252.14551530349,12999.670894407764,12354.117617275537,12199.691147059591,2470.8235234551075,227.84233310549143,0.0,0.0,0
40250.76989090588,12999.226628289416,12199.274220394682,12353.695413057909,2470.739082611581,227.83454655229747,0.0,0.0,0
40267.1649424502,13165.823547581806,12201.173783807062,12201.173783807062,2471.1238043153544,227.87002293891587,0.0,0.0,0
39997.64969739776,13001.673965522808,12354.090589163114,12201.570952259864,2440.314190451973,0.0,0.0,0.0,0
40249.852860207786,12998.93046774635,12198.996285115803,12353.413959610942,2470.682791922188,227.82935581249689,0.0,0.0,0
40251.77607418544,13160.791975966064,12196.510871573166,12196.510871573166,2470.1794170274766,227.7829380455665,0.0,0.0,0
40250.82083828083,12999.24308204856,12353.711049736508,12353.711049736508,2316.320821825595,227.8348349336651,0.0,0.0,0
39973.608972948976,13069.841968016515,12112.224700744537,12112.224700744537,2453.108800150792,226.20880329259356,0.0,0.0,0
39973.262867244855,12993.74675937196,12346.558218857088,12194.13157417984,2438.826314835968,0.0,0.0,0.0,0
41043.71206257368,13074.40827799726,12114.515012017717,12269.829307043585,2485.02872041389,229.15223856275625,0.0,0.0,0
40234.67697754146,12994.029325765749,12348.75620442782,12194.396751872471,2469.751240885564,227.7434545898573,0.0,0.0,0
40266.9266711412,13004.444557000632,12204.171045800593,12358.654223595537,2471.730844719108,227.92600002532757,0.0,0.0,0
40250.80829363052,13160.475548722252,12196.217628710105,12196.217628710105,2470.120026067869,227.7774614201928,0.0,0.0,0
39993.0998964992,13000.195002925291,12352.685290279587,12200.183002745272,2440.0366005490546,0.0,0.0,0.0,0
40243.58760193774,12996.907065154106,12197.09739960616,12351.49103757586,2470.298207515172,227.79389208644,0.0,0.0,0
40269.56095695819,13166.606952727776,12201.899789460607,12201.899789460607,2471.27084343506,227.8835818741346,0.0,0.0,0
40260.70706917265,13002.435899383743,12356.745314312107,12356.745314312107,2316.88974643352,227.89079473116595,0.0,0.0,0
39978.73364646433,13071.517540342964,12113.777505175529,12113.777505175529,2453.4232921874486,226.23780358285904,0.0,0.0,0
39991.40023649286,12999.642509830774,12352.160315591123,12199.664509225802,2439.932901845161,0.0,0.0,0.0,0
40237.5279479993,12994.95006370921,12195.260829019411,12349.631219260164,2469.9262438520327,227.75959215848664,0.0,0.0,0
41107.4007346812,13094.696201773448,12288.868743202773,12133.313442655905,2488.8848087499287,229.50782047898932,0.0,0.0,0
40256.68064679089,13001.135542218315,12201.065662697189,12355.509531845251,2471.1019063690505,227.8680036610805,0.0,0.0,0
40248.414510078685,13159.692873013655,12195.492299048616,12195.492299048616,2469.9731238579475,227.76391510985167,0.0,0.0,0
39996.54965065128,13001.316383283533,12353.750817269987,12201.23537508147,2440.247075016294,0.0,0.0,0.0,0
40246.49077178329,12997.84466120171,12197.977297435453,12352.382073352355,2470.4764146704715,227.81032512330165,0.0,0.0,0
40264.15758313898,13164.840256056508,12200.262537295444,12200.262537295444,2470.9392480598367,227.85300443174725,0.0,0.0,0
40260.45220843712,13002.353590586452,12356.66709290397,12356.66709290397,2316.8750799194945,227.88935212322895,0.0,0.0,0
39971.90104039018,13069.283539362985,12111.707187728887,12111.707187728887,2453.0039873881296,226.1991381812824,0.0,0.0,0
39996.0496494068,13001.153852404535,12353.596381679004,12201.08284610272,2440.2165692205435,0.0,0.0,0.0,0
40248.78304387106,12998.58496416842,12198.672043296518,12353.085613464827,2470.617122692965,227.82330024832677,0.0,0.0,0
40257.94040032597,13162.807474955674,12198.378696502192,12198.378696502192,2470.5577106839883,227.81782168192512,0.0,0.0,0
41308.61890645998,12995.45159194292,12352.087025951269,12352.087025951269,2501.688511585067,230.6884897978033,0.0,0.0,0
40181.5038241138,13086.798188988589,12281.456761973905,12281.456761973905,2456.291352394781,75.50075878262646,0.0,0.0,0
39919.48464158357,13026.753695402233,12225.107314146711,12072.293472719875,2445.021462829342,150.30869648541037,0.0,0.0,0
40240.88853906693,12996.0353866735,12196.27936287821,12350.662645952616,2470.132529190523,227.77861437207696,0.0,0.0,0
40269.56095695819,13166.606952727776,12201.899789460607,12201.899789460607,2471.27084343506,227.8835818741346,0.0,0.0,0
40250.10758676645,12999.01273321042,12353.492139837752,12353.492139837752,2316.2797762195783,227.83079766094212,0.0,0.0,0
39990.45048941276,12999.333784143677,12199.374782042523,12199.374782042523,2592.3671411840364,0.0,0.0,0.0,0
40055.00511265499,13096.455393976732,12290.519677424318,12136.888181456514,2304.47243951706,226.66942028036647,0.0,0.0,0
40236.866079562285,12994.736309342914,12195.060228767965,12349.428079765028,2469.885615953005,227.75584573337144,0.0,0.0,0
40269.81586890014,13166.690299187674,12201.9770291895,12201.9770291895,2471.286486924456,227.88502440901743,0.0,0.0,0
41310.366041218505,12996.00123039078,12352.609453501613,12352.609453501613,2501.7943196965293,230.6982466933275,0.0,0.0,0
40002.600006500616,13162.532906332464,12200.030500076433,12200.030500076433,2440.006100015287,0.0,0.0,0.0,0
40255.04992005954,13000.60888927709,12355.009032068589,12200.57141916773,2471.001806413717,227.85877313241247,0.0,0.0,0
40250.51515596427,12999.144360118022,12199.197014879988,12353.617230258216,2470.723446051644,227.83310465640156,0.0,0.0,0
40262.67955423512,13164.35699710907,12199.814686359348,12199.814686359348,2470.848544072779,227.84464033458,0.0,0.0,0
40237.68068996131,12994.999392638449,12349.678098554165,12349.678098554165,2315.564643478905,227.76045673563004,0.0,0.0,0
39991.7501546845,12999.756254570197,12199.771254288951,12199.771254288951,2592.4513915364023,0.0,0.0,0.0,0
40046.18001392558,13093.569924070234,12287.811774896682,12134.214127710473,2303.964707793128,226.61947945506176,0.0,0.0,0
40248.681159567175,12998.55206002374,12198.641164022278,12353.0543433137,2470.61086866274,227.82272354471988,0.0,0.0,0
40277.82174581964,13169.307914880666,12204.40285419422,12204.40285419422,2471.777793254525,227.93032929601156,0.0,0.0,0
41303.219605959086,12993.753003363896,12350.472529232862,12350.472529232862,2501.3615249079216,230.65833733782063,0.0,0.0,0
40009.15152144156,13164.68862948502,12202.028587252971,12202.028587252971,2440.4057174505942,0.0,0.0,0.0,0
40239.61552186213,12995.624258161131,12350.271933753913,12195.893534581986,2470.054386750782,227.77140861431397,0.0,0.0,0
40250.56610269436,12999.160813668905,12199.212455904662,12353.6328667389,2470.72657334778,227.83339303411904,0.0,0.0,0
40257.583734964486,13162.690859017564,12198.270624924162,12198.270624924162,2470.5358227694505,227.81580332915016,0.0,0.0,0
40251.48316589193,12999.456984707866,12353.914330160542,12353.914330160542,2316.358936905101,227.83858395787885,0.0,0.0,0
39994.1497586785,13000.536272121532,12200.50327076021,12200.50327076021,2592.6069450365444,0.0,0.0,0.0,0
40046.4825243575,13093.668833416688,12287.904597514123,12134.305790045197,2303.9821120338984,226.62119134759652,0.0,0.0,0
40243.68946045586,12996.939960971122,12197.128271065209,12351.522299812868,2470.3044599625737,227.79446864408976,0.0,0.0,0
40261.354517124,13163.923760629072,12199.41319278298,12199.41319278298,2470.767228918072,227.8371420108878,0.0,0.0,0
40226.48268743384,12991.382930815897,12346.241227338183,12191.913211996456,2469.248245467637,227.69707181566324,0.0,0.0,0
40018.7623127677,13008.536852309311,12208.011507551815,12360.611651396212,2441.602301510363,0.0,0.0,0.0,0
40257.17612514546,13162.55758618941,12198.14711689361,12198.14711689361,2470.5108084847816,227.8134966840475,0.0,0.0,0
40259.73861554727,13002.123131499073,12356.44807823086,12201.992477252976,2471.289615646172,227.8853129181921,0.0,0.0,0
40242.05978603321,12996.41364787928,12196.634346471325,12351.022123008936,2470.204424601787,227.78524407188613,0.0,0.0,0
40258.60279562301,13163.024052894849,12198.57940594236,12198.57940594236,2470.5983606971868,227.82157014625696,0.0,0.0,0
39987.00178725478,12998.21274574763,12350.801764757509,12198.3227306247,2439.66454612494,0.0,0.0,0.0,0
40252.55312577436,12999.802534644738,12199.814686358908,12354.24272036345,2470.84854407269,227.84464033457184,0.0,0.0,0
40065.1966353703,13099.787632289082,12293.646854917446,12139.976269230978,2305.058785297021,226.72709363577255,0.0,0.0,0
40235.898772551154,12994.423911764165,12194.7670556556,12349.131195600608,2469.826239120121,227.7503704106669,0.0,0.0,0
40002.35514304421,13028.450879608536,12226.70005624801,12226.70005624801,2445.340011249602,75.16413969004924,0.0,0.0,0
40082.20184224798,13079.852499509854,12274.938499540016,12121.501768295766,2454.9876999080034,150.92137499434446,0.0,0.0,0
40241.14315217262,12996.117615497256,12196.356531466656,12350.74079135864,2470.148158271728,227.78005557833555,0.0,0.0,0
40273.13001783855,13167.773899192684,12202.981234655685,12202.981234655685,2471.489870310012,227.9037790244888,0.0,0.0,0
40238.54624965328,12995.278930312554,12349.943754610567,12195.569457677935,2469.988750922113,227.7653561301129,0.0,0.0,0
39989.95064064684,12999.171302829503,12199.222299578458,12351.71257832319,2439.8444599156915,0.0,0.0,0.0,0
40261.91509910374,13164.10704950575,12199.583052224656,12199.583052224656,2470.80163083031,227.8403143183688,0.0,0.0,0
40243.89317903897,12997.005753104722,12351.584824761643,12197.190014452124,2470.316964952329,227.79562176814508,0.0,0.0,0
40248.42645106269,12998.469800390372,12198.563966520196,12352.976168628047,2470.595233725609,227.82128179846808,0.0,0.0,0
40042.44942765075,13092.350164976351,12286.667077900884,12133.083739427122,2303.750077106416,226.5983682399753,0.0,0.0,0
