DateTime,StatusType,Timestamp,TimeDelta,PacketLength,SourceIP,DestinationIP,SourcePort,DestinationPort,Payload
2021-08-25 17:14:41.523174+01:00,THROTTLE,0.220031,0.006115,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.523175+01:00,BRAKE,0.220032,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.526950+01:00,SPEED,0.223807,0.003775,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.533455+01:00,THROTTLE,0.230312,0.006505,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.533457+01:00,BRAKE,0.230314,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.537263+01:00,SPEED,0.23412,0.003806,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.543518+01:00,THROTTLE,0.240375,0.006255,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.543520+01:00,BRAKE,0.240377,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.543521+01:00,CRUISE,0.240378,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.547236+01:00,SPEED,0.244093,0.003715,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.553363+01:00,THROTTLE,0.25022,0.006127,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.553364+01:00,BRAKE,0.250221,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.557197+01:00,SPEED,0.254054,0.003833,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.563370+01:00,THROTTLE,0.260227,0.006173,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.563371+01:00,BRAKE,0.260228,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.567198+01:00,SPEED,0.264055,0.003827,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.573365+01:00,THROTTLE,0.270222,0.006167,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.573367+01:00,BRAKE,0.270224,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.577214+01:00,SPEED,0.274071,0.003847,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.583365+01:00,THROTTLE,0.280222,0.006151,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.583366+01:00,BRAKE,0.280223,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.587200+01:00,SPEED,0.284057,0.003834,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.593471+01:00,THROTTLE,0.290328,0.006271,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.593473+01:00,BRAKE,0.29033,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.593474+01:00,CRUISE,0.290331,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.597208+01:00,SPEED,0.294065,0.003734,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.603186+01:00,THROTTLE,0.300043,0.005978,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.603187+01:00,BRAKE,0.300044,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.606963+01:00,SPEED,0.30382,0.003776,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.613395+01:00,THROTTLE,0.310252,0.006432,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.613396+01:00,BRAKE,0.310253,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.617249+01:00,SPEED,0.314106,0.003853,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.623387+01:00,THROTTLE,0.320244,0.006138,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.623388+01:00,BRAKE,0.320245,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.627029+01:00,SPEED,0.323886,0.003641,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.633118+01:00,THROTTLE,0.329975,0.006089,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.633119+01:00,BRAKE,0.329976,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.636954+01:00,SPEED,0.333811,0.003835,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.643494+01:00,THROTTLE,0.340351,0.00654,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.643496+01:00,BRAKE,0.340353,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.643497+01:00,CRUISE,0.340354,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.647252+01:00,SPEED,0.344109,0.003755,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.653365+01:00,THROTTLE,0.350222,0.006113,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.653366+01:00,BRAKE,0.350223,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.657204+01:00,SPEED,0.354061,0.003838,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.663383+01:00,THROTTLE,0.36024,0.006179,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.663385+01:00,BRAKE,0.360242,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.667059+01:00,SPEED,0.363916,0.003674,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.673235+01:00,THROTTLE,0.370092,0.006176,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.673236+01:00,BRAKE,0.370093,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.677185+01:00,SPEED,0.374042,0.003949,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.683198+01:00,THROTTLE,0.380055,0.006013,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.683198+01:00,BRAKE,0.380055,0.0,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.687044+01:00,SPEED,0.383901,0.003846,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.693233+01:00,THROTTLE,0.39009,0.006189,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.693234+01:00,BRAKE,0.390091,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.693463+01:00,CRUISE,0.39032,0.000229,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.697063+01:00,SPEED,0.39392,0.0036,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.703382+01:00,THROTTLE,0.400239,0.006319,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.703384+01:00,BRAKE,0.400241,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.707232+01:00,SPEED,0.404089,0.003848,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.713410+01:00,THROTTLE,0.410267,0.006178,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.713412+01:00,BRAKE,0.410269,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.717198+01:00,SPEED,0.414055,0.003786,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.723369+01:00,THROTTLE,0.420226,0.006171,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.723370+01:00,BRAKE,0.420227,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.727245+01:00,SPEED,0.424102,0.003875,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.733429+01:00,THROTTLE,0.430286,0.006184,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.733430+01:00,BRAKE,0.430287,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.737220+01:00,SPEED,0.434077,0.00379,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.743485+01:00,THROTTLE,0.440342,0.006265,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.743487+01:00,BRAKE,0.440344,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.743488+01:00,CRUISE,0.440345,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.747226+01:00,SPEED,0.444083,0.003738,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.753370+01:00,THROTTLE,0.450227,0.006144,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.753371+01:00,BRAKE,0.450228,1e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.757222+01:00,SPEED,0.454079,0.003851,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.763167+01:00,THROTTLE,0.460024,0.005945,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.763169+01:00,BRAKE,0.460026,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.767014+01:00,SPEED,0.463871,0.003845,130,172.16.0.101,172.16.0.100,28091,28091,0
2021-08-25 17:14:41.773404+01:00,THROTTLE,0.470261,0.00639,122,172.16.0.100,172.16.0.101,28191,28191,0
2021-08-25 17:14:41.773406+01:00,BRAKE,0.470263,2e-06,122,172.16.0.100,172.16.0.101,28191,28191,0
